VesselID,VesselType,Lpp_m,Beam_m,Draft_m,Depth_m,Displacement_t,CB,CP,CM,CW,ServiceSpeed_ms,DWT_t,EngineType,YearBuilt,Source,DataQuality,HullGeometryFile,ResistanceCurve
CON_0421,Container,337.37,24.47,9.7,26.73,50809.4,0.705,0.671,0.95,0.692,9.062,182290.0,Diesel-electric,2011,ShipD (MIT),Model tests,None,
OFF_0422,Offshore supply,119.6,12.93,5.98,7.91,5626.3,0.676,0.739,0.944,0.752,7.287,893.0,Electric,2002,MARIN paper,Model tests,None,
TAN_0423,Tanker,279.6,27.01,15.84,27.33,63843.1,0.593,0.55,0.904,0.804,8.093,31434.0,Hybrid,1988,Open dataset,Model tests,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2681410, 3000625, 3319841, 3639056, 3958272, 4277487, 4596703]}"
CRU_0424,Cruise ship,310.95,29.33,7.24,31.29,39637.8,0.667,0.73,0.974,0.819,9.88,22136.0,Gas Turbine,2014,ShipD (MIT),Measured,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1664787, 1862976, 2061165, 2259354, 2457543, 2655732, 2853921]}"
NAV_0425,Naval combatant,180.56,12.13,7.11,11.73,9025.7,0.644,0.638,0.987,0.633,13.656,4874.0,Hybrid,1982,MARIN paper,Measured,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [379079, 424207, 469336, 514464, 559593, 604721, 649850]}"
FIS_0426,Fishing,60.65,15.24,3.38,7.5,1397.4,0.497,0.464,0.853,0.711,7.671,147.0,Hybrid,1998,MARIN paper,Estimated,Parametric (NURBS),
FER_0427,Ferry,54.31,31.18,3.72,10.85,2874.4,0.507,0.486,0.869,0.642,6.659,5557.0,Diesel,2020,ShipD (MIT),Model tests,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [120724, 135096, 149468, 163840, 178212, 192584, 206956]}"
RO-_0428,RO-RO,96.38,18.16,8.97,13.13,6697.6,0.474,0.439,0.888,0.621,9.263,45763.0,Diesel,2020,MARIN paper,Design spec,STL,
CRU_0429,Cruise ship,188.8,36.06,7.23,32.69,36636.5,0.827,0.9,0.902,0.651,10.29,23213.0,Hybrid,1985,MARIN paper,Model tests,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1538733, 1721915, 1905097, 2088280, 2271462, 2454645, 2637828]}"
OTH_0430,Other,233.71,28.8,14.74,29.04,46342.3,0.519,0.567,0.851,0.832,9.821,92051.0,Electric,2024,SIMMAN,Estimated,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1946376, 2178088, 2409799, 2641511, 2873222, 3104934, 3336645]}"
TAN_0431,Tanker,245.52,65.97,11.07,18.87,97144.9,0.602,0.58,0.884,0.636,8.184,64390.0,Hybrid,1977,DSYHS (Delft),Calculated from geometry,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [4080085, 4565810, 5051534, 5537259, 6022983, 6508708, 6994432]}"
FER_0432,Ferry,133.57,11.06,4.3,4.93,3218.7,0.563,0.591,0.897,0.912,8.914,4475.0,Nuclear,1988,DSYHS (Delft),Model tests,IGES,
NAV_0433,Naval combatant,109.72,21.99,6.95,9.05,9432.3,0.625,0.661,0.863,0.646,14.922,9677.0,Electric,1976,DSYHS (Delft),Model tests,None,
CRU_0434,Cruise ship,221.11,45.8,9.48,21.84,67825.7,0.785,0.829,0.892,0.828,10.457,11824.0,Electric,2020,SIMMAN,Estimated,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2848679, 3187807, 3526936, 3866064, 4205193, 4544321, 4883450]}"
OTH_0435,Other,286.04,49.44,10.96,6.98,88160.8,0.632,0.598,0.923,0.674,9.933,3020.0,Diesel,2017,ShipD (MIT),Calculated from geometry,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [3702753, 4143557, 4584361, 5025165, 5465969, 5906773, 6347577]}"
TAN_0436,Tanker,231.83,52.6,10.6,25.55,56886.9,0.489,0.449,0.963,0.846,7.591,98849.0,Nuclear,2012,SIMMAN,Measured,None,
FIS_0437,Fishing,37.34,16.04,3.96,7.72,988.3,0.463,0.469,0.987,0.723,5.734,382.0,Diesel,1999,ShipD (MIT),Design spec,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [41508, 46450, 51391, 56333, 61274, 66216, 71157]}"
FER_0438,Ferry,182.71,14.27,4.87,6.5,6925.2,0.606,0.655,0.935,0.757,9.592,4361.0,Nuclear,2000,MARIN paper,Design spec,STL,
CON_0439,Container,217.42,38.78,15.74,26.19,70589.8,0.591,0.668,0.898,0.609,8.44,169017.0,Electric,1992,MARIN paper,Model tests,None,
RO-_0440,RO-RO,104.6,22.9,6.79,11.51,10451.5,0.714,0.696,0.947,0.79,10.012,5799.0,Diesel,1989,Public spec,Design spec,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [438963, 491220, 543478, 595735, 647992, 700250, 752508]}"
FIS_0441,Fishing,36.2,10.45,5.39,5.41,1488.3,0.811,0.796,0.954,0.788,9.187,383.0,Gas Turbine,1994,MARIN paper,Model tests,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [62508, 69950, 77391, 84833, 92274, 99716, 107157]}"
BUL_0442,Bulk carrier,265.08,27.68,15.95,27.85,75520.6,0.717,0.689,0.895,0.91,5.663,257823.0,Diesel,2020,MARIN paper,Design spec,None,
FER_0443,Ferry,57.13,35.9,4.71,5.81,6494.5,0.747,0.709,0.977,0.63,8.253,631.0,Hybrid,2021,SIMMAN,Calculated from geometry,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [272769, 305241, 337713, 370186, 402658, 435131, 467604]}"
NAV_0444,Naval combatant,177.52,18.52,5.81,16.04,10710.1,0.623,0.643,0.88,0.729,16.076,7891.0,Hybrid,2018,DSYHS (Delft),Model tests,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [449824, 503374, 556925, 610475, 664026, 717576, 771127]}"
TAN_0445,Tanker,278.44,30.22,24.36,28.56,117512.8,0.637,0.709,0.93,0.797,7.518,200838.0,Electric,2006,Open dataset,Model tests,STL,
CRU_0446,Cruise ship,226.5,27.91,7.38,30.28,23933.3,0.57,0.577,0.898,0.866,9.393,10088.0,Gas Turbine,1996,Public spec,Design spec,None,
OTH_0447,Other,86.12,15.73,4.27,3.75,4003.4,0.769,0.759,0.923,0.917,6.721,90570.0,Diesel-electric,1982,Public spec,Design spec,Mesh available (OBJ),
FER_0448,Ferry,168.45,17.22,5.53,9.15,6742.0,0.467,0.511,0.967,0.618,11.708,2579.0,Diesel,1989,SIMMAN,Estimated,Mesh available (OBJ),
RO-_0449,RO-RO,231.47,30.48,5.7,9.12,26927.7,0.744,0.815,0.928,0.865,10.134,56030.0,Nuclear,1986,ShipD (MIT),Design spec,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1130963, 1265601, 1400240, 1534878, 1669517, 1804155, 1938794]}"
BUL_0450,Bulk carrier,282.37,32.73,21.32,26.22,136902.6,0.772,0.819,0.99,0.67,5.419,93502.0,Nuclear,1987,SIMMAN,Estimated,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [5749909, 6434422, 7118935, 7803448, 8487961, 9172474, 9856987]}"
CON_0451,Container,247.11,33.74,15.54,19.28,72297.1,0.62,0.659,0.994,0.881,12.569,78969.0,Gas Turbine,2015,Public spec,Model tests,STL,
CON_0452,Container,352.44,45.81,15.47,27.89,172189.7,0.766,0.747,0.933,0.699,12.669,78942.0,Electric,2021,ShipD (MIT),Measured,Parametric (NURBS),
OFF_0453,Offshore supply,77.19,24.74,4.57,9.89,4335.7,0.552,0.514,0.973,0.675,5.794,5363.0,Electric,1998,Public spec,Calculated from geometry,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [182099, 203777, 225456, 247134, 268813, 290491, 312170]}"
FER_0454,Ferry,179.97,31.4,7.67,7.77,23990.7,0.615,0.674,0.958,0.881,11.237,6612.0,Gas Turbine,2014,MARIN paper,Model tests,None,
RO-_0455,RO-RO,180.32,32.27,8.69,12.53,20980.0,0.461,0.418,0.946,0.802,9.644,9893.0,Diesel-electric,1995,Open dataset,Estimated,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [881160, 986060, 1090960, 1195860, 1300759, 1405660, 1510560]}"
OTH_0456,Other,43.02,12.1,11.05,29.18,4048.2,0.782,0.831,0.977,0.819,9.009,31973.0,Electric,2000,DSYHS (Delft),Estimated,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [170024, 190265, 210506, 230747, 250988, 271229, 291470]}"
OTH_0457,Other,251.5,40.98,5.18,14.19,25129.5,0.523,0.587,0.992,0.883,5.501,94813.0,Electric,2005,MARIN paper,Design spec,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1055439, 1181086, 1306733, 1432381, 1558028, 1683676, 1809324]}"
OFF_0458,Offshore supply,63.88,21.82,3.68,7.01,2871.4,0.622,0.606,0.863,0.718,8.068,880.0,Hybrid,2015,SIMMAN,Calculated from geometry,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [120598, 134955, 149312, 163669, 178026, 192383, 206740]}"
BUL_0459,Bulk carrier,167.14,27.55,23.14,27.9,53319.1,0.556,0.603,0.907,0.738,5.676,94070.0,Gas Turbine,2022,Open dataset,Design spec,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2239402, 2505997, 2772593, 3039188, 3305784, 3572379, 3838975]}"
TAN_0460,Tanker,238.05,27.01,12.93,16.54,52151.5,0.697,0.765,0.905,0.819,6.559,14540.0,Gas Turbine,1978,Open dataset,Calculated from geometry,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2190363, 2451120, 2711877, 2972635, 3233392, 3494150, 3754908]}"
RO-_0461,RO-RO,196.27,30.72,6.28,8.95,16153.1,0.474,0.467,0.885,0.891,10.279,56480.0,Hybrid,2021,Open dataset,Model tests,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [678430, 759195, 839961, 920726, 1001492, 1082257, 1163023]}"
FER_0462,Ferry,125.68,19.9,7.88,9.37,8921.9,0.503,0.569,0.856,0.657,7.222,3993.0,Nuclear,1991,DSYHS (Delft),Model tests,None,
FIS_0463,Fishing,43.14,7.65,2.91,7.87,561.8,0.65,0.727,0.892,0.715,6.328,903.0,Hybrid,1986,Public spec,Measured,None,
RO-_0464,RO-RO,223.9,22.31,9.97,15.64,22904.0,0.511,0.572,0.949,0.855,7.366,10620.0,Diesel-electric,1984,ShipD (MIT),Calculated from geometry,None,
TAN_0465,Tanker,309.43,40.95,24.92,33.18,132432.0,0.466,0.462,0.956,0.755,6.666,382168.0,Diesel,1979,Public spec,Model tests,Parametric (NURBS),
FER_0466,Ferry,77.1,14.38,5.3,6.18,4262.5,0.806,0.832,0.938,0.911,9.421,4609.0,Diesel,1996,DSYHS (Delft),Calculated from geometry,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [179025, 200337, 221649, 242962, 264274, 285587, 306900]}"
NAV_0467,Naval combatant,92.86,18.81,8.08,11.94,8713.6,0.686,0.76,0.976,0.649,13.278,12799.0,Nuclear,2012,SIMMAN,Estimated,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [365971, 409539, 453107, 496675, 540243, 583811, 627379]}"
CON_0468,Container,198.83,19.84,12.6,22.42,37084.4,0.829,0.909,0.986,0.855,8.83,174022.0,Electric,2021,Public spec,Estimated,Mesh available (OBJ),
BUL_0469,Bulk carrier,234.9,46.31,9.48,15.61,50675.9,0.546,0.596,0.91,0.607,5.68,161516.0,Gas Turbine,1995,Open dataset,Design spec,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2128387, 2381767, 2635146, 2888526, 3141905, 3395285, 3648664]}"
FER_0470,Ferry,123.63,21.24,6.93,6.48,11857.5,0.724,0.691,0.95,0.866,9.338,3968.0,Nuclear,1994,Public spec,Measured,STL,
RO-_0471,RO-RO,103.53,24.45,6.84,9.86,10939.1,0.702,0.664,0.927,0.911,9.29,39561.0,Diesel-electric,2015,SIMMAN,Measured,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [459442, 514137, 568833, 623528, 678224, 732919, 787615]}"
BUL_0472,Bulk carrier,181.05,38.56,22.52,20.51,72021.8,0.509,0.476,0.985,0.869,6.49,125237.0,Hybrid,1973,ShipD (MIT),Model tests,STL,
BUL_0473,Bulk carrier,227.24,37.41,15.43,25.85,91491.9,0.775,0.771,0.938,0.846,5.186,298801.0,Diesel-electric,1999,DSYHS (Delft),Calculated from geometry,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [3842659, 4300119, 4757578, 5215038, 5672497, 6129957, 6587416]}"
BUL_0474,Bulk carrier,207.41,51.11,13.02,25.93,93537.1,0.753,0.761,0.971,0.709,7.506,325902.0,Diesel-electric,1983,ShipD (MIT),Measured,None,
BUL_0475,Bulk carrier,211.1,18.84,14.32,10.29,36495.1,0.712,0.722,0.911,0.81,7.059,293105.0,Hybrid,1989,MARIN paper,Estimated,IGES,
FER_0476,Ferry,63.15,13.51,3.55,10.53,1984.4,0.728,0.702,0.854,0.754,7.069,2010.0,Electric,2023,MARIN paper,Design spec,Mesh available (OBJ),
FER_0477,Ferry,165.46,13.85,4.82,4.93,8062.2,0.811,0.857,0.917,0.755,6.294,3651.0,Diesel-electric,1985,Public spec,Measured,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [338612, 378923, 419234, 459545, 499856, 540167, 580478]}"
CON_0478,Container,200.16,22.31,14.63,21.93,36219.7,0.616,0.63,0.937,0.834,12.857,17033.0,Nuclear,1995,MARIN paper,Measured,STL,
OFF_0479,Offshore supply,66.23,12.85,3.08,7.88,1583.0,0.671,0.656,0.947,0.885,5.505,3811.0,Gas Turbine,2011,SIMMAN,Calculated from geometry,Mesh available (OBJ),
TAN_0480,Tanker,209.12,29.23,13.85,15.8,40992.0,0.538,0.606,0.901,0.793,7.745,299061.0,Gas Turbine,1978,Open dataset,Calculated from geometry,IGES,
NAV_0481,Naval combatant,177.56,20.0,9.07,14.22,16320.5,0.563,0.61,0.95,0.641,13.887,9874.0,Nuclear,1976,SIMMAN,Estimated,Parametric (NURBS),
CRU_0482,Cruise ship,266.93,61.97,7.9,23.91,84797.6,0.721,0.694,0.979,0.761,10.92,13443.0,Hybrid,1977,DSYHS (Delft),Model tests,STL,
CRU_0483,Cruise ship,252.14,61.75,8.96,31.54,95169.6,0.758,0.78,0.984,0.873,11.058,20107.0,Electric,1976,ShipD (MIT),Calculated from geometry,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [3997123, 4472971, 4948819, 5424667, 5900515, 6376363, 6852211]}"
BUL_0484,Bulk carrier,324.68,54.74,17.75,28.88,139406.4,0.491,0.514,0.926,0.653,5.448,90100.0,Diesel-electric,1993,Open dataset,Estimated,IGES,
FIS_0485,Fishing,47.4,16.19,2.19,4.18,1176.8,0.778,0.744,0.88,0.91,8.073,16.0,Nuclear,2023,Public spec,Estimated,STL,
TAN_0486,Tanker,160.46,37.88,20.83,19.02,81587.1,0.716,0.686,0.963,0.735,5.849,362778.0,Nuclear,1996,SIMMAN,Measured,None,
CON_0487,Container,232.77,50.35,13.46,23.9,67864.4,0.478,0.472,0.91,0.847,10.241,84720.0,Electric,1972,Open dataset,Design spec,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2850304, 3189626, 3528948, 3868270, 4207592, 4546914, 4886236]}"
CON_0488,Container,393.32,59.16,14.19,32.14,249322.3,0.839,0.844,0.983,0.824,12.276,147094.0,Gas Turbine,1990,ShipD (MIT),Estimated,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [10471536, 11718148, 12964759, 14211371, 15457982, 16704594, 17951205]}"
OTH_0489,Other,277.73,36.51,9.75,8.54,59437.2,0.668,0.72,0.948,0.823,9.595,78167.0,Diesel-electric,1995,Public spec,Model tests,Mesh available (OBJ),
FIS_0490,Fishing,36.74,14.15,4.83,2.76,1914.1,0.847,0.834,0.864,0.777,6.798,759.0,Diesel,1980,ShipD (MIT),Measured,STL,
FER_0491,Ferry,86.2,30.13,6.5,11.9,7505.7,0.494,0.452,0.906,0.801,8.362,477.0,Diesel,2011,SIMMAN,Estimated,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [315239, 352767, 390296, 427824, 465353, 502881, 540410]}"
CON_0492,Container,235.94,59.28,14.25,34.75,121259.0,0.676,0.742,0.944,0.771,10.988,76564.0,Electric,1988,Open dataset,Measured,Parametric (NURBS),
RO-_0493,RO-RO,167.95,20.95,6.64,13.82,16379.9,0.779,0.776,0.865,0.828,9.759,6752.0,Nuclear,1973,DSYHS (Delft),Calculated from geometry,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [687955, 769855, 851754, 933654, 1015553, 1097453, 1179352]}"
OFF_0494,Offshore supply,55.47,21.48,4.61,7.79,3767.0,0.762,0.825,0.938,0.804,8.22,4196.0,Electric,2001,SIMMAN,Design spec,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [158214, 177049, 195883, 214719, 233553, 252389, 271224]}"
FIS_0495,Fishing,23.26,13.96,2.08,6.23,483.2,0.795,0.76,0.882,0.751,7.956,944.0,Diesel,1993,MARIN paper,Calculated from geometry,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [20294, 22710, 25126, 27542, 29958, 32374, 34790]}"
BUL_0496,Bulk carrier,197.61,31.61,16.36,12.59,52608.4,0.572,0.571,0.894,0.609,5.512,315679.0,Diesel,1996,Public spec,Estimated,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2209552, 2472594, 2735636, 2998678, 3261720, 3524762, 3787804]}"
TAN_0497,Tanker,336.59,43.46,10.08,18.72,105900.2,0.798,0.802,0.936,0.781,7.923,353793.0,Electric,2000,MARIN paper,Design spec,Parametric (NURBS),
FIS_0498,Fishing,56.37,14.66,4.5,2.89,2480.0,0.741,0.703,0.944,0.8,6.108,901.0,Hybrid,1991,ShipD (MIT),Calculated from geometry,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [104160, 116560, 128959, 141360, 153759, 166160, 178560]}"
BUL_0499,Bulk carrier,301.85,51.24,17.15,27.52,174989.1,0.733,0.756,0.869,0.779,5.639,251294.0,Diesel,2006,MARIN paper,Measured,Parametric (NURBS),
OFF_0500,Offshore supply,85.18,12.26,5.63,7.66,4418.4,0.835,0.821,0.881,0.866,7.734,3561.0,Hybrid,1975,MARIN paper,Estimated,IGES,
OTH_0501,Other,32.6,43.79,1.93,14.8,1527.5,0.616,0.678,0.898,0.682,4.823,9978.0,Gas Turbine,1980,DSYHS (Delft),Design spec,None,
BUL_0502,Bulk carrier,152.39,62.75,18.86,11.3,135369.4,0.834,0.808,0.957,0.695,5.398,65559.0,Gas Turbine,1990,SIMMAN,Model tests,Mesh available (OBJ),
CRU_0503,Cruise ship,200.32,45.88,7.59,27.63,40933.6,0.652,0.725,0.89,0.702,10.398,6636.0,Nuclear,1971,Open dataset,Design spec,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1719211, 1923879, 2128547, 2333215, 2537883, 2742551, 2947219]}"
FER_0504,Ferry,133.11,25.24,3.06,10.1,6578.6,0.711,0.677,0.935,0.743,11.398,4053.0,Diesel-electric,2020,Public spec,Measured,Parametric (NURBS),
CRU_0505,Cruise ship,262.88,38.95,9.28,26.78,38482.9,0.45,0.46,0.974,0.693,11.26,5013.0,Gas Turbine,2000,MARIN paper,Estimated,IGES,
NAV_0506,Naval combatant,182.67,14.13,9.04,10.81,10815.0,0.515,0.534,0.86,0.629,16.454,12796.0,Hybrid,2016,Public spec,Calculated from geometry,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [454230, 508305, 562380, 616455, 670529, 724605, 778680]}"
OTH_0507,Other,161.35,41.09,17.85,28.53,74982.3,0.704,0.781,0.956,0.687,8.204,32197.0,Nuclear,1983,MARIN paper,Estimated,Mesh available (OBJ),
TAN_0508,Tanker,295.15,20.1,16.1,32.54,61806.8,0.719,0.723,0.984,0.825,7.498,246777.0,Electric,2020,Open dataset,Model tests,STL,
CON_0509,Container,367.77,52.27,11.01,14.84,159816.1,0.839,0.838,0.94,0.724,12.116,164255.0,Diesel,1970,SIMMAN,Estimated,Parametric (NURBS),
OFF_0510,Offshore supply,50.66,22.4,6.03,8.4,4520.3,0.734,0.709,0.972,0.8,7.64,1482.0,Gas Turbine,2001,ShipD (MIT),Estimated,IGES,
OTH_0511,Other,78.54,13.82,16.69,13.69,13010.7,0.798,0.822,0.924,0.777,8.189,56592.0,Hybrid,2013,MARIN paper,Design spec,Mesh available (OBJ),
OTH_0512,Other,55.91,7.93,6.3,18.39,1360.0,0.541,0.559,0.967,0.661,8.301,99195.0,Electric,2014,MARIN paper,Measured,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [57120, 63920, 70720, 77520, 84319, 91120, 97920]}"
FIS_0513,Fishing,72.4,4.03,3.42,6.04,637.6,0.71,0.771,0.898,0.87,6.209,130.0,Nuclear,2003,SIMMAN,Estimated,STL,
CON_0514,Container,365.14,27.43,9.5,21.66,53950.1,0.63,0.581,0.879,0.626,10.879,14820.0,Diesel-electric,2017,Open dataset,Calculated from geometry,Mesh available (OBJ),
CRU_0515,Cruise ship,191.34,35.17,7.16,29.38,19991.0,0.461,0.467,0.854,0.855,11.184,26012.0,Diesel,1985,SIMMAN,Design spec,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [839622, 939577, 1039531, 1139487, 1239441, 1339397, 1439352]}"
CON_0516,Container,346.49,39.83,9.13,13.68,78246.2,0.69,0.697,0.864,0.743,8.809,195159.0,Nuclear,1972,Public spec,Model tests,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [3286340, 3677571, 4068802, 4460033, 4851264, 5242495, 5633726]}"
CON_0517,Container,375.73,36.56,9.71,26.4,57141.4,0.476,0.514,0.934,0.694,9.997,28207.0,Nuclear,2018,DSYHS (Delft),Measured,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2399938, 2685645, 2971352, 3257059, 3542766, 3828473, 4114180]}"
CON_0518,Container,236.02,37.5,10.85,26.26,42435.9,0.491,0.526,0.951,0.608,10.626,121684.0,Diesel,1976,ShipD (MIT),Measured,Mesh available (OBJ),
OTH_0519,Other,241.04,13.71,12.1,20.21,19901.2,0.553,0.558,0.959,0.742,5.617,79712.0,Diesel-electric,1973,Public spec,Measured,IGES,
FIS_0520,Fishing,77.38,14.56,2.9,7.31,2234.8,0.76,0.729,0.896,0.71,6.013,18.0,Electric,2007,Open dataset,Design spec,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [93861, 105035, 116209, 127383, 138557, 149731, 160905]}"
CRU_0521,Cruise ship,256.49,55.41,9.15,26.33,61795.4,0.528,0.504,0.986,0.851,9.963,21696.0,Electric,2014,SIMMAN,Measured,None,
OTH_0522,Other,178.51,20.1,7.04,11.87,11185.1,0.492,0.556,0.987,0.759,9.795,63894.0,Diesel-electric,2014,SIMMAN,Measured,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [469774, 525699, 581625, 637550, 693476, 749401, 805327]}"
CRU_0523,Cruise ship,250.96,52.73,9.04,32.11,64598.8,0.6,0.602,0.974,0.602,9.28,13947.0,Diesel,2005,DSYHS (Delft),Estimated,IGES,
CRU_0524,Cruise ship,282.58,58.51,7.9,34.63,62304.2,0.53,0.517,0.883,0.684,9.619,26188.0,Diesel-electric,1985,DSYHS (Delft),Model tests,Parametric (NURBS),
FER_0525,Ferry,186.6,10.55,6.23,7.03,8444.2,0.765,0.729,0.99,0.698,7.656,6494.0,Diesel-electric,2012,MARIN paper,Measured,IGES,
BUL_0526,Bulk carrier,144.88,59.49,10.09,14.17,51891.9,0.663,0.703,0.898,0.737,6.781,369195.0,Hybrid,2018,MARIN paper,Design spec,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2179459, 2438919, 2698378, 2957838, 3217297, 3476757, 3736216]}"
FER_0527,Ferry,168.44,18.52,2.79,10.36,6258.6,0.799,0.86,0.995,0.883,7.465,743.0,Electric,2000,MARIN paper,Model tests,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [262861, 294154, 325447, 356740, 388033, 419326, 450619]}"
FIS_0528,Fishing,40.23,16.35,4.88,4.25,1900.9,0.658,0.631,0.957,0.768,6.602,956.0,Gas Turbine,2000,MARIN paper,Calculated from geometry,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [79837, 89342, 98846, 108351, 117855, 127360, 136864]}"
CON_0529,Container,162.16,55.59,11.07,17.39,48228.6,0.537,0.542,0.907,0.65,12.132,58360.0,Diesel-electric,1975,ShipD (MIT),Estimated,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2025601, 2266744, 2507887, 2749030, 2990173, 3231316, 3472459]}"
